product_name,price,barcode,date,source_file,llm_action,pyfooda_name,grams_in_name
DLL PIZZA MARGH,4.99,540011954988,2023-12-14,2023_12_14.csv,match,Pizza Sauce,
DLL OEUVS BIO MIX,2.95,5400110790,2023-12-14,2023_12_14.csv,match,Sour Mix,
DLL OEUVS BIO MIX,2.95,5400110790,2023-12-14,2023_12_14.csv,match,Sour Mix,
DLL OEUVS BIO MIX,2.95,5400110790,2023-12-14,2023_12_14.csv,match,Sour Mix,
HACHIS PORC-VEAU,9.71,204084,2023-12-14,2023_12_14.csv,match,Veal,
HACHIS PORC-VEAU,9.99,204084,2023-12-14,2023_12_14.csv,match,Veal,
200GR HOUMOUS,1.99,540011238642,2023-12-14,2023_12_14.csv,ignore,,200.0
DLL OEUVS BIO MIX,2.95,5400110790,2023-12-14,2023_12_14.csv,match,Sour Mix,
6PC POMME PINK LADY,3.98,540011234383,2023-12-14,2023_12_14.csv,match,Apple,
DUPACK PINK LADY,3.45,37004761163,2023-12-14,2023_12_14.csv,match,Apple,
TOMATE SAV GRAPPE,4.49,540011232132,2023-12-14,2023_12_14.csv,match,Tomato,
AVOCAT,0.0,540011956924,2023-12-14,2023_12_14.csv,match,Avocado,
"4 X 1,39",5.56,540011956924,2023-12-14,2023_12_14.csv,ignore,,
MOZZARELLA MAXI,13.25,800043013526,2023-12-17,2023_12_17.csv,match,Mozzarella Cheese,
FRUIT & LEGUMES,0.49,,2023-12-17,2023_12_17.csv,match,Fruit,
FRUIT & LEGUMES,0.49,,2023-12-17,2023_12_17.csv,match,Fruit,
CITRONS,0.65,,2023-12-17,2023_12_17.csv,match,Lemon,
PERSIL EN POT BIO,2.29,5400113127373,2023-12-17,2023_12_17.csv,match,Parsley,
MYRTILLES 500GR,4.49,5400113127335,2023-12-17,2023_12_17.csv,ignore,,500.0
ELVEA TOM PEL CUBE,1.25,5400113127335,2023-12-17,2023_12_17.csv,match,Tomato,
BIO BANANEN,2.29,5400113127335,2023-12-17,2023_12_17.csv,ignore,,
360G CRUNCHY CREAM,4.99,7612100011847,2023-12-17,2023_12_17.csv,match,Cream,360.0
HET TRAAGSTE BROOD P,4.5,5430000117400,2023-12-17,2023_12_17.csv,match,Bread,
SAN MARZANO,4.39,5430000117400,2023-12-17,2023_12_17.csv,ignore,,
TOMAT TOAST ROMARIN,2.99,5400146912414,2023-12-17,2023_12_17.csv,ignore,,
HARICOT PRIN 500GR,2.99,5400146912414,2023-12-17,2023_12_17.csv,ignore,,500.0
HARICOT PRIN 500GR,2.99,5400146912414,2023-12-17,2023_12_17.csv,ignore,,500.0
BATEIN ROUGE SA PE,2.49,5400171307943,2023-12-17,2023_12_17.csv,ignore,,
OLIVES KALAMATA,2.49,5400171957832,2023-12-17,2023_12_17.csv,ignore,,
1.5L SCHWEPP MOJIT,3.49,3124480108596,2023-12-17,2023_12_17.csv,ignore,,1500.0
HERTA JAMBON SUP,3.99,3154230089022,2023-12-17,2023_12_17.csv,match,Ham,
400G SAUMON FUM NOR,7.85,5400109165449,2023-12-17,2023_12_17.csv,ignore,,400.0
185G LAYS S&L.PEP,1.95,871039852422,2023-12-17,2023_12_17.csv,ignore,,185.0
CLEMENTINES FEUIL,2.86,871039852422,2023-12-17,2023_12_17.csv,ignore,,
HET TRAAGSTE BROOD P,4.5,5430000117400,2023-12-17,2023_12_17.csv,match,Bread,
DANONE ACT FRAISES,1.95,540014641777,2023-12-17,2023_12_17.csv,ignore,,
185G LAYS S&L.PEP,1.95,871039852422,2023-12-17,2023_12_17.csv,ignore,,185.0
AUBERGINES,2.4,2308,2023-12-17,2023_12_17.csv,ignore,,
TOMATE CERISE GRAP,5.49,540011638134,2023-12-17,2023_12_17.csv,match,Tomato,
BASILIC 20G,1.65,540011638134,2023-12-17,2023_12_17.csv,ignore,,20.0
20 NO STRESS BIO,4.89,871039852422,2023-12-17,2023_12_17.csv,ignore,,
185G LAYS S&L.PEP,1.95,871039852422,2023-12-17,2023_12_17.csv,ignore,,185.0
AUBERGINES,2.4,2308,2023-12-17,2023_12_17.csv,ignore,,
AUBERGINES,2.4,2308,2023-12-17,2023_12_17.csv,ignore,,
HERTA LARDNS NAT,3.49,315423013837,2023-12-17,2023_12_17.csv,ignore,,
200GR HOUMOUS,3.99,540011386642,2023-12-17,2023_12_17.csv,ignore,,200.0
HERTA LARDNS NAT,3.49,315423013837,2023-12-17,2023_12_17.csv,ignore,,
6X25CL JUPILER BAS,6.29,541022821134,2023-12-17,2023_12_17.csv,ignore,,1500.0
VIDEOTEC VAL 0.6E,0.6,217000000001,2023-12-17,2023_12_17.csv,ignore,,
6X33CL SCH GINGER,6.59,3124480108595,2023-12-17,2023_12_17.csv,match,Ginger,1980.0
6X33 SCHWEPPES LEM,5.95,841010604505,2023-12-17,2023_12_17.csv,ignore,,
OIGNONS JAUNE 1KG,4.99,540011231452,2023-12-23,2023_12_23.csv,ignore,,1000.0
LINDT EXCELLENCE,2.29,3046920023636,2023-12-23,2023_12_23.csv,ignore,,
LINDT EXCELLENCE,2.29,3046920023636,2023-12-23,2023_12_23.csv,ignore,,
CARLSBERG BEURRE SALE,3.45,5411116500047,2023-12-23,2023_12_23.csv,ignore,,
LE BEURRE BIO,3.19,5400112108500,2023-12-23,2023_12_23.csv,ignore,,
LE BEURRE BIO,3.19,5400112108500,2023-12-23,2023_12_23.csv,ignore,,
DACS 200 BAT OUATE,3.49,5400140007998,2023-12-23,2023_12_23.csv,ignore,,
HACHIS PORC-VEAU,9.96,204084,2023-12-23,2023_12_23.csv,match,Veal,
HACHIS BOEUF&PORC,10.04,2040850010048,2023-12-23,2023_12_23.csv,match,Pork,
HACHIS BOEUF&PORC,10.04,2040850010048,2023-12-23,2023_12_23.csv,match,Pork,
HACHIS PORC-VEAU,10.14,2040841010149,2023-12-23,2023_12_23.csv,match,Veal,
185G LAYS SABL.PEP,1.95,871039852422,2023-12-28,2023_12_28.csv,ignore,,185.0
COURGETTES,4.23,2160,2023-12-28,2023_12_28.csv,match,Zucchini,
JAMBON A L OS AUTH,4.47,2258840,2023-12-28,2023_12_28.csv,match,Ham,
JAMBON A L OS AUTH,4.41,2258840,2023-12-28,2023_12_28.csv,match,Ham,
200GR HOMMOUS,1.99,540011238642,2023-12-28,2023_12_28.csv,ignore,,200.0
NOISETTES D AGNEAU,14.14,204885,2023-12-28,2023_12_28.csv,ignore,,
NOISETTES D AGNEAU,7.91,204885,2023-12-28,2023_12_28.csv,ignore,,
200G NUTELLA,2.49,800006,2023-12-28,2023_12_28.csv,ignore,,200.0
HACHIS PORC-VEAU,9.46,204084,2023-12-28,2023_12_28.csv,match,Veal,
HACHIS BOEUF&PORC,10.16,204085,2023-12-28,2023_12_28.csv,match,Pork,
MANGUE,1.89,5400119534346,2024-01-03,2024_01_03.csv,match,Mango,
MANGUE,1.89,5400119534346,2024-01-03,2024_01_03.csv,match,Mango,
ROSBIF,11.95,20400071101954,2024-01-03,2024_01_03.csv,ignore,,
185G LAYS S&BL.DEP,1.95,8710398524242,2024-01-03,2024_01_03.csv,ignore,,185.0
OEUFS COLUMBUS,3.59,5400149600046,2024-01-03,2024_01_03.csv,ignore,,
125G BOULES PAPRIK,1.95,8710398520420,2024-01-03,2024_01_03.csv,ignore,,125.0
185G LAYS NATUREL,1.95,8710398524208,2024-01-03,2024_01_03.csv,ignore,,185.0
T NOIR DE NOIR C.DO,3.95,7622201120009,2024-01-03,2024_01_03.csv,ignore,,
LINDT EXCELLENCE,2.29,3046920028336,2024-01-03,2024_01_03.csv,ignore,,
LINDT EXCELLENCE,2.29,3046920028336,2024-01-03,2024_01_03.csv,ignore,,
LINDT EXCELLENCE,2.29,3046920028336,2024-01-03,2024_01_03.csv,ignore,,
OEUFS COLUMBUS,3.59,5400149600046,2024-01-03,2024_01_03.csv,ignore,,
400G MUC DUCHE DDL,4.95,541011700431,2024-01-03,2024_01_03.csv,ignore,,400.0
BALADE CREME 1L,5.85,541139603417,2024-01-03,2024_01_03.csv,match,Creme Fraiche,1000.0
500G ESRP GRAINS,9.75,80007001875,2024-01-03,2024_01_03.csv,match,Mixed Grains,500.0
CLEMENTINES FEUIL,5.67,80007001875,2024-01-03,2024_01_03.csv,ignore,,
AVOCAT,2.19,5400119536924,2024-01-03,2024_01_03.csv,match,Avocado,
AVOCAT,2.19,5400119536924,2024-01-03,2024_01_03.csv,match,Avocado,
AVOCAT,2.19,5400119536924,2024-01-03,2024_01_03.csv,match,Avocado,
MASCARPONE SL 500G,5.95,800043301101,2024-01-03,2024_01_03.csv,match,Mascarpone Cheese,500.0
400G TOM.CRISES,3.19,540011232370,2024-01-03,2024_01_03.csv,match,Tomato,400.0
LIEGEOIS GOUT CAFE,2.29,541011215660,2024-01-03,2024_01_03.csv,ignore,,
400G TOM.CRISES,3.19,540011232370,2024-01-03,2024_01_03.csv,match,Tomato,400.0
ROSBIF,15.41,20400071101954,2024-01-03,2024_01_03.csv,ignore,,
D3G5 SAES BOUB 30L,4.99,541011215660,2024-01-03,2024_01_03.csv,ignore,,30000.0
DINOSAURUS CHOCOLA,2.49,541004301879,2024-01-03,2024_01_03.csv,ignore,,
AUBEL BEURRE 500G,8.79,541062301789,2024-01-03,2024_01_03.csv,ignore,,500.0
AUBEL BEURRE 500G,8.79,541062301789,2024-01-03,2024_01_03.csv,ignore,,500.0
CINEMA 7 1/2 PRIX,4.4,871089902039,2024-01-03,2024_01_03.csv,ignore,,
SONA MULTIGRAIN 40,2.29,871089902039,2024-01-03,2024_01_03.csv,ignore,,
200G NUTELLA,2.49,8013546,2024-01-03,2024_01_03.csv,ignore,,200.0
150G MILKA CHO TUT,2.29,7622201121149,2024-01-03,2024_01_03.csv,ignore,,150.0
PRESID BEURRE 250G,4.69,32280221509,2024-01-03,2024_01_03.csv,ignore,,250.0
BIO CITRON 4PC,2.09,540011953983,2024-01-03,2024_01_03.csv,match,Lemon,
CARLSB BEURRE FT D,4.49,541116031113,2024-01-03,2024_01_03.csv,ignore,,
360G CRUNCHY CREAM,4.99,76102001847,2024-01-03,2024_01_03.csv,match,Cream,360.0
HERTA LRDNS NAT,3.49,315423081387,2024-01-05,2024_01_05.csv,ignore,,
ROTI DE VEAU,16.01,20403216011,2024-01-05,2024_01_05.csv,match,Veal,
HACHIS BOEUF§DORC,10.41,20408533010214,2024-01-05,2024_01_05.csv,match,Beef,
HACHIS BOEUF§DORC,10.02,204085,2024-01-05,2024_01_05.csv,match,Beef,
LITCHIS,2.2,204085,2024-01-05,2024_01_05.csv,ignore,,
RAVIOLI POMODORI,3.85,8000121011418,2024-01-05,2024_01_05.csv,match,Ravioli,
RAVIOLI POMODORI,3.85,8000121011418,2024-01-05,2024_01_05.csv,match,Ravioli,
HET TRAAGSTE BROOD P,2.99,5430000077470,2024-01-05,2024_01_05.csv,match,Bread,
HUMOUS,1.99,5400141389642,2024-01-05,2024_01_05.csv,ignore,,
SOMM SUMM. ECOS,4.49,5410598012182,2024-01-05,2024_01_05.csv,ignore,,
NIVEA ROLL DRY IMP,2.59,4234508,2024-01-05,2024_01_05.csv,match,Egg Roll,
CONF. NOSTALGIE,3.89,5410046008600,2024-01-05,2024_01_05.csv,ignore,,
TRAITEUR,9.83,05000,2024-01-05,2024_01_05.csv,ignore,,
GRAN CHOC&NO,3.69,540011370452,2024-01-05,2024_01_05.csv,ignore,,
DUO PACK PINK LADY,4.35,3047704661163,2024-01-05,2024_01_05.csv,match,Apple,
SALAD MEXIC STYLE,5.99,540011955635,2024-01-05,2024_01_05.csv,match,Salad Cream,
SALAD MOROCCA,6.29,540011955810,2024-01-05,2024_01_05.csv,match,Salad Cream,
BANANEN,2.05,401407162721,2024-01-05,2024_01_05.csv,ignore,,
CAROTTES BIO,2.49,540011955050,2024-01-05,2024_01_05.csv,match,Carrot,
AVOCAT,2.78,540011955824,2024-01-05,2024_01_05.csv,match,Avocado,
MANGUE,3.78,540011954346,2024-01-05,2024_01_05.csv,match,Mango,
YAOURT MIGRE BIO,3.37,540011955070,2024-01-05,2024_01_05.csv,ignore,,
SOMA MULTIGRAIN 40,2.29,871089902039,2024-01-05,2024_01_05.csv,ignore,,
SALAD ITALIAN,5.99,540011955197,2024-01-05,2024_01_05.csv,match,Salad Cream,
BIO BANANEN,2.05,401407162721,2024-01-05,2024_01_05.csv,ignore,,
KIWI SUNGOLD XL,2.99,5412234942213,2024-01-05,2024_01_05.csv,match,Kiwi,
HARICOTS FINS 400G,3.49,540011955157,2024-01-05,2024_01_05.csv,ignore,,400.0
TOM.CERISES,3.69,5400111232370,2024-01-05,2024_01_05.csv,match,Tomato,
MINI BURGER LIMOUS,6.29,540011955376,2024-01-09,2024_01_09.csv,ignore,,
MINI BURGER LIMOUS,6.29,540011955376,2024-01-09,2024_01_09.csv,ignore,,
400G BICARBONATE,3.45,318328000949,2024-01-09,2024_01_09.csv,ignore,,400.0
400G BICARBONATE,3.45,318328000949,2024-01-09,2024_01_09.csv,ignore,,400.0
400G EXQUISE BAG,2.19,540011282100,2024-01-09,2024_01_09.csv,ignore,,400.0
400G EXQUISE BAG,2.19,540011282100,2024-01-09,2024_01_09.csv,ignore,,400.0
HERTA JAMBON BROOD P,4.5,54000017740,2024-01-09,2024_01_09.csv,match,Ham,
4X50G DLL PAIN BIO,3.39,540011281850,2024-01-09,2024_01_09.csv,match,Bread,200.0
4X50G DLL PAIN BIO,3.39,540011281850,2024-01-09,2024_01_09.csv,match,Bread,200.0
4X50G DLL PAIN BIO,3.39,540011281850,2024-01-09,2024_01_09.csv,match,Bread,200.0
4X50G DLL PAIN BIO,3.39,540011281850,2024-01-09,2024_01_09.csv,match,Bread,200.0
HACHIS BOEUF&PORC,10.38,204085,2024-01-09,2024_01_09.csv,match,Pork,
HACHIS PORC-VEAU,10.4,204084,2024-01-09,2024_01_09.csv,match,Veal,
HERTA LADINS NATUR,2.85,315423081405,2024-01-09,2024_01_09.csv,ignore,,
HERTA JAMBON SUP,4.49,315423080876,2024-01-09,2024_01_09.csv,match,Ham,
HERTA JAMBON SUP,4.49,315423080876,2024-01-09,2024_01_09.csv,match,Ham,
HERTA JAMBON SUP,4.49,315423080876,2024-01-09,2024_01_09.csv,match,Ham,
JAMBON CUIT AU FOU,4.05,2258760,2024-01-09,2024_01_09.csv,match,Ham,
JAMBON CUIT AU FOU,3.97,2258760,2024-01-09,2024_01_09.csv,match,Ham,
DLL MAYO TD,1.25,540011300584,2024-01-09,2024_01_09.csv,ignore,,
JAMBON CUIT AU FOU,3.97,2258760,2024-01-09,2024_01_09.csv,match,Ham,
DLL MAYO TD,1.25,540011300584,2024-01-09,2024_01_09.csv,ignore,,
DUO PACK PINK LADY,6.9,370047661163,2024-01-10,2024_01_10.csv,match,Apple,
PRITT CORRECT-IT,4.25,3178040208333,2024-01-10,2024_01_10.csv,ignore,,
MANDARINES,4.49,540011955680,2024-01-10,2024_01_10.csv,match,MANDARINS,
NESCAFE ESPRESSO,6.29,7613036609099,2024-01-10,2024_01_10.csv,ignore,,
AVOCAT,8.34,540011955924,2024-01-10,2024_01_10.csv,match,Avocado,
KIWI VERT,4.12,0450031901742,2024-01-10,2024_01_10.csv,match,Kiwi,
CONFRENCE 4PC,2.19,540011955401,2024-01-10,2024_01_10.csv,ignore,,
BIO BANANEN,2.59,401407169271,2024-01-10,2024_01_10.csv,ignore,,
BIO BANANEN,2.59,401407169271,2024-01-10,2024_01_10.csv,ignore,,
POMELO 9/PC,3.29,540011960404,2024-01-10,2024_01_10.csv,match,Pomelo,
MANGUE,1.89,540011954346,2024-01-10,2024_01_10.csv,match,Mango,
MANGUE,1.89,540011954346,2024-01-10,2024_01_10.csv,match,Mango,
100G DLF 4 BOUCHEE,0.99,540011364946,2024-01-11,2024_01_11.csv,ignore,,100.0
100G DLF 4 BOUCHEE,0.99,540011364946,2024-01-11,2024_01_11.csv,ignore,,100.0
100G DLF 4 BOUCHEE,0.99,540011364946,2024-01-11,2024_01_11.csv,ignore,,100.0
POMMES BROLES,1.99,5400112482182,2024-01-11,2024_01_11.csv,ignore,,
MOUSSEL POM.MATER,0.99,5410046070005,2024-01-11,2024_01_11.csv,ignore,,
MOUSSEL POM.MATER,0.99,5410046070005,2024-01-11,2024_01_11.csv,ignore,,
MAGUE,1.89,540011953446,2024-01-14,2024_01_14.csv,ignore,,
MAGUE,1.89,540011953446,2024-01-14,2024_01_14.csv,ignore,,
JEUNE POUSSE MIX,1.79,540011238557,2024-01-14,2024_01_14.csv,match,Sour Mix,
HACHIS PORC-VEAU,12.04,2040485912046,2024-01-14,2024_01_14.csv,match,Veal,
BUTCHER BURGE,6.29,540011953472,2024-01-14,2024_01_14.csv,ignore,,
BUTCHER BURGE,6.29,540011953472,2024-01-14,2024_01_14.csv,ignore,,
ROSBIF,12.29,2040987020447,2024-01-14,2024_01_14.csv,ignore,,
CAROTTES BIO,2.39,5400121239500,2024-01-14,2024_01_14.csv,match,Carrot,
HET TRAAGSTE BROOD P,4.5,5430000171740,2024-01-14,2024_01_14.csv,match,Bread,
HET TRAAGSTE BROOD P,4.5,5430000171740,2024-01-14,2024_01_14.csv,match,Bread,
PATE A PIZZA,1.39,540011950827,2024-01-14,2024_01_14.csv,match,Pate,
OEUFS COLOMBUS,4.59,5410946000466,2024-01-14,2024_01_14.csv,ignore,,
PATE A PIZZA,1.39,540011950827,2024-01-14,2024_01_14.csv,match,Pate,
HACHIS PORC-VEAU,12.29,2040485912046,2024-01-14,2024_01_14.csv,match,Veal,
PACK PINK LADY,3.45,3700476611633,2024-01-14,2024_01_14.csv,match,Apple,
CAROTTES BIO,2.39,5400121239500,2024-01-14,2024_01_14.csv,match,Carrot,
PATE A PIZZA,1.39,540011950827,2024-01-14,2024_01_14.csv,match,Pate,
COURGETTES,2.99,5400112139500,2024-01-14,2024_01_14.csv,match,Zucchini,
OIGNONS JAUNE 1KG,4.99,5400112134942,2024-01-14,2024_01_14.csv,ignore,,1000.0
HERTA JAMBON SUP,4.49,3154230003876,2024-01-14,2024_01_14.csv,match,Ham,
HERTA JAMBON SUP,4.49,3154230003876,2024-01-14,2024_01_14.csv,match,Ham,
TOMATE GRAPPE,4.99,5400112132132,2024-01-14,2024_01_14.csv,match,Tomato,
HERTA MINI PI,2.85,3154230028692,2024-01-14,2024_01_14.csv,ignore,,
MANDARINES FEUILLE,7.66,2016,2024-01-14,2024_01_14.csv,match,MANDARINS,
TOMATE GRAPPE,4.99,5400112132132,2024-01-14,2024_01_14.csv,match,Tomato,
LINTF EXCEL CACAO,3.45,3046920028722,2024-01-14,2024_01_14.csv,match,Cacao,
BIO GOUTA TRANCHES,3.99,5400119550150,2024-01-14,2024_01_14.csv,ignore,,
DLC PAIN BIO,3.39,5400112138508,2024-01-14,2024_01_14.csv,match,Bread,
400GR TOM CERISES,3.99,5400112132137,2024-01-14,2024_01_14.csv,match,Tomato,400.0
DLC PAIN BIO,3.39,5400112138508,2024-01-14,2024_01_14.csv,match,Bread,
375G CHOCO LAIT,3.69,505931902249,2024-01-24,2024_01_24_b.csv,ignore,,375.0
375G XTRA CHO NOIR,3.59,505931902246,2024-01-24,2024_01_24_b.csv,ignore,,375.0
375G CHOCO LAIT,3.69,505931902249,2024-01-24,2024_01_24_b.csv,ignore,,375.0
375G CHOCO LAIT,3.69,505931902249,2024-01-24,2024_01_24_b.csv,ignore,,375.0
CHOU-FLEUR,3.33,5400112506333,2024-02-08,2024_02_08.csv,ignore,,
375G CHOCO LAIT,3.69,5053993022479,2024-02-08,2024_02_08.csv,ignore,,375.0
375G CHOCO LAIT,3.69,5053993022479,2024-02-08,2024_02_08.csv,ignore,,375.0
10 M GEL LIEN FIX,3.95,4008491215466,2024-02-08,2024_02_08.csv,match,Clear Gel,
500 POCHETTES PERF,1.89,4007801003384,2024-02-08,2024_02_08.csv,ignore,,
350G GRANOLA CHOC,2.99,5410931028120,2024-02-08,2024_02_08.csv,ignore,,350.0
CAROTTES BIO,2.39,5400112395500,2024-02-08,2024_02_08.csv,match,Carrot,
CAROTTES BIO,2.39,5400112395500,2024-02-08,2024_02_08.csv,match,Carrot,
MANDARINES,2.49,5400112559336,2024-02-08,2024_02_08.csv,match,MANDARINS,
GROENTEA CAFE TRAP,2.99,5411188115568,2024-02-08,2024_02_08.csv,ignore,,
MIXTEARD 250G IMPE,2.99,5400161001000,2024-02-08,2024_02_08.csv,ignore,,250.0
100G COTE D'OR PAI,2.99,7622210611176,2024-02-08,2024_02_08.csv,ignore,,100.0
120G BLINI LEG BIO,3.69,7622210511360,2024-02-08,2024_02_08.csv,match,MINI BLINIS,120.0
100G COTE D'OR PAI,2.99,7622210611176,2024-02-08,2024_02_08.csv,ignore,,100.0
RINSETAK,4.74,2001462004746,2024-02-08,2024_02_08.csv,ignore,,
CELERI VERT,2.09,263,2024-02-08,2024_02_08.csv,ignore,,
SPINAZIE 450GR,2.79,5410194255309,2024-02-08,2024_02_08.csv,ignore,,450.0
HARICOT PAIN 500GR,2.99,8712825003344,2024-02-08,2024_02_08.csv,match,Bread,500.0
PEREN,3.48,5803,2024-02-08,2024_02_08.csv,ignore,,
BIO BANANEN,2.59,5410412912471,2024-02-08,2024_02_08.csv,ignore,,
SAC PAIN BASIC N2,2.49,5400111901990,2024-02-08,2024_02_08.csv,match,Bread,
6PC POMME PINK LAD,3.69,3046920028722,2024-02-08,2024_02_08.csv,match,Apple,
HET TRAAGSTE BROOD,3.45,3700476611633,2024-02-08,2024_02_08.csv,match,Bread,
HET TRAAGSTE BROOD,3.45,3700476611633,2024-02-08,2024_02_08.csv,match,Bread,
DINOSAURE CEREALE,2.19,5410146200460,2024-02-08,2024_02_08.csv,ignore,,
FILET PUR DE PORC,5.25,2047048008706,2024-02-08,2024_02_08.csv,match,Pork,
FILET PUR DE PORC,5.25,2047048008706,2024-02-08,2024_02_08.csv,match,Pork,
ACTIVIA MAXI MA,3.45,5410146406499,2024-02-08,2024_02_08.csv,ignore,,
KIWI VERT,4.19,5400117565767,2024-02-08,2024_02_08.csv,match,Kiwi,
MOZZARELLA 125GR,1.39,8000430133043,2024-02-08,2024_02_08.csv,match,Mozzarella Cheese,125.0
JAMBON 4 1 OS AUTH,4.44,2204880044444,2024-02-08,2024_02_08.csv,match,Ham,
JAMBON 4 1 OS AUTH,4.44,2204880044444,2024-02-08,2024_02_08.csv,match,Ham,
MOZZARELLA 125GR,1.39,8000430133043,2024-02-08,2024_02_08.csv,match,Mozzarella Cheese,125.0
LINDT EXC12 CCAO,3.45,3046920028722,2024-02-08,2024_02_08.csv,ignore,,
MOZZARELLA 125GR,1.39,8000430133043,2024-02-08,2024_02_08.csv,match,Mozzarella Cheese,125.0
LINDT EXC12 CCAO,3.45,3046920028722,2024-02-08,2024_02_08.csv,ignore,,
SRI MARZANO,4.67,2110,2024-02-08,2024_02_08.csv,ignore,,
AVOCAT,9.45,5400115566524,2024-02-08,2024_02_08.csv,match,Avocado,
SALADE POULET,2.19,540011956113,2024-02-22,2024_02_22.csv,match,Chicken,
HET TRAAGSTE BROOD P,4.5,5430000117740,2024-02-22,2024_02_22.csv,match,Bread,
6X33 SCHWEPPES LEM,5.99,841410036405,2024-02-22,2024_02_22.csv,ignore,,
HACHIS PORC-VEAU,5.81,204084,2024-02-22,2024_02_22.csv,match,Veal,
PAIN DE VIANDE,12.72,2040936012720,2024-02-22,2024_02_22.csv,match,Bread,
PAIN DE VIANDE,12.69,2040932012694,2024-02-22,2024_02_22.csv,match,Bread,
PAIN DE VIANDE,12.69,2040932012694,2024-02-22,2024_02_22.csv,match,Bread,
GROENE SELDER PER ST,1.39,5400140000000,2024-02-22,2024_02_22.csv,ignore,,
400GR TOM.CRISES,2.99,540011232370,2024-02-22,2024_02_22.csv,match,Tomato,400.0
LINDT EXCELLENCE,2.39,3046920028936,2024-02-22,2024_02_22.csv,ignore,,
LINDT EXCELLENCE,2.39,3046920028936,2024-02-22,2024_02_22.csv,ignore,,
200G DLL FOIS BIOL,1.29,540011171155,2024-02-22,2024_02_22.csv,ignore,,200.0
MINI BUTCHER BURGE,5.35,5400113579435,2024-02-22,2024_02_22.csv,ignore,,
MINI BUTCHER BURGE,5.35,5400113579435,2024-02-22,2024_02_22.csv,ignore,,
STEVIA FRUITS BOIS,3.19,5400111525295,2024-02-22,2024_02_22.csv,match,Stevia,
360G CRUNCHY CREAM,5.35,7612100011847,2024-02-22,2024_02_22.csv,match,Cream,360.0
350G GRANOLA CHOC,4.99,5415998021282,2024-02-22,2024_02_22.csv,ignore,,350.0
MANGUE,3.09,5400119543446,2024-02-22,2024_02_22.csv,match,Mango,
AVOCAT,1.89,5400119556924,2024-02-22,2024_02_22.csv,match,Avocado,
200GR HOUMOUS,1.99,540011238642,2024-02-22,2024_02_22.csv,ignore,,200.0
200GR HOUMOUS,1.99,540011238642,2024-02-22,2024_02_22.csv,ignore,,200.0
POIRES D'OLLE,1.99,5400114228424,2024-02-22,2024_02_22.csv,ignore,,
SAN MARZANO,1.99,5400114228424,2024-02-22,2024_02_22.csv,ignore,,
JEUNE POUSSE MIX,1.39,540011238574,2024-02-22,2024_02_22.csv,match,Sour Mix,
500G SP K LAIT CHO,5.49,505399SDP579,2024-02-22,2024_02_22.csv,ignore,,500.0
500G SP K LAIT CHO,5.49,505399SDP579,2024-02-22,2024_02_22.csv,ignore,,500.0
HACHIS PORC-VEAU,10.11,2040840101010,2024-02-22,2024_02_22.csv,match,Veal,
HACHIS PORC-VEAU,9.73,2040840109730,2024-02-22,2024_02_22.csv,match,Veal,
COURGETTES,2.33,2160,2024-02-22,2024_02_22.csv,match,Zucchini,
MGA MELLO CAKE,3.09,5410155511115,2024-03-05,2024_03_05.csv,match,Rice Cake,
HET TRAAGSTE BROOD P,4.5,5430000177046,2024-03-05,2024_03_05.csv,match,Bread,
SALADE TOILET,2.19,5400111956113,2024-03-05,2024_03_05.csv,ignore,,
WRAPS DE BLE,1.49,5400111959055,2024-03-05,2024_03_05.csv,ignore,,
400G NUTELLA,2.99,3017620422000,2024-03-05,2024_03_05.csv,ignore,,400.0
360G CRUNCHY CREAM,5.35,7612100018047,2024-03-05,2024_03_05.csv,match,Cream,360.0
250G NOCCIOLAT BIO,6.99,8055275090036,2024-03-05,2024_03_05.csv,ignore,,250.0
HACHIS PORC-VEAU,10.94,204084,2024-03-05,2024_03_05.csv,match,Veal,
HACHIS PORC-VEAU,10.47,204084,2024-03-05,2024_03_05.csv,match,Veal,
HACHIS PORC-VEAU,10.23,204084,2024-03-05,2024_03_05.csv,match,Veal,
BIO BANANEN,2.65,5410111692471,2024-03-05,2024_03_05.csv,ignore,,
HERITAGE PATÉ ZNE RON,2.15,5413326006957,2024-03-05,2024_03_05.csv,ignore,,
CONFERENCE 4PC,2.19,5400111958117,2024-03-05,2024_03_05.csv,ignore,,
HUMMUS PINK LAD,1.99,3700476116135,2024-03-05,2024_03_05.csv,match,Hummus,
BIO CAROTTES,2.39,5400111956500,2024-03-05,2024_03_05.csv,match,Carrot,
AVOCAT,2.05,5400119562924,2024-03-05,2024_03_05.csv,match,Avocado,
MANGUE,6.18,540011956924,2024-03-05,2024_03_05.csv,match,Mango,
CELERI VERT,2.19,5400111954346,2024-03-05,2024_03_05.csv,ignore,,
286G FITNESS BAGUE,3.5,263,2024-03-05,2024_03_05.csv,ignore,,286.0
MEERGRANENSTOK.GROO,2.05,812,2024-03-05,2024_03_05.csv,ignore,,
SUZY CHOCO LAIT BP,1.29,5401026108577,2024-03-05,2024_03_05.csv,ignore,,
KIWI JAUNE 500G,3.69,5400111958117,2024-03-05,2024_03_05.csv,match,Kiwi,500.0
HET TRAAGSTE BROOD P,4.5,5430000177046,2024-03-05,2024_03_05.csv,match,Bread,
HET TRAAGSTE BROOD P,4.5,5430000177046,2024-03-05,2024_03_05.csv,match,Bread,
